,location,total_sqft,bath,bhk_size,price
8259,Yelahanka,1115.0,2.0,2,60.0
8260,Kudlu Gate,1215.0,2.0,2,45.0
8261,Sarjapur  Road,1194.0,2.0,2,51.0
8262,Kannamangala,1536.0,3.0,3,104.0
8263,Hennur,1255.0,2.0,2,55.5
8264,Electronic City,1571.0,3.0,3,83.0
8265,Other,900.0,1.0,2,70.0
8266,Other,1517.0,2.0,2,125.0
8267,Budigere,664.0,1.0,1,35.4
8268, Devarachikkanahalli,1230.0,2.0,2,58.0
8269,Hegde Nagar,1340.0,2.0,2,72.0
8270,Attibele,1175.0,2.0,2,29.38
8272,Sarjapur,1240.0,2.0,2,43.1
8273,Other,0.0,2.0,3,150.0
8274,Electronic City,1470.0,2.0,3,44.1
8275,Kanakpura Road,525.0,3.0,1,29.25
8276,7th Phase JP Nagar,1680.0,3.0,3,117.0
8277,Other,1000.0,2.0,2,35.0
8278,Gunjur,1071.0,2.0,2,51.0
8279,Sector 2 HSR Layout,1512.0,3.0,3,80.0
8280,Frazer Town,3435.0,2.0,4,341.0
8282,Kalyan nagar,1190.0,2.0,2,60.0
8283,Pattandur Agrahara,1550.0,2.0,3,80.0
8284,Kanakpura Road,1283.0,2.0,2,63.22
8285,Mallasandra,1325.0,2.0,2,73.0
8286,Whitefield,1105.0,2.0,2,35.36
8287,Banaswadi,1600.0,3.0,3,74.5
8288,Other,400.0,2.0,4,35.0
8289,Kanakpura Road,800.0,3.0,2,41.145
8290,Hennur,1100.0,2.0,2,44.55
8291,Talaghattapura,2099.0,3.0,3,147.0
8292,Yelachenahalli,1365.0,2.0,3,72.0
8293,Hebbal Kempapura,1485.0,3.0,2,132.0
8294,Hosur Road,1250.0,2.0,2,55.0
8295,Chikkalasandra,1290.0,2.0,3,56.12
8296,Bellandur,1170.0,2.0,2,46.79
8297,Kanakpura Road,1328.0,2.0,2,91.06
8298,Hennur Road,1232.0,2.0,2,87.0
8299,1st Phase JP Nagar,1180.0,2.0,2,88.5
8300,Electronic City,1350.0,3.0,3,66.0
8301,Other,3602.0,4.0,4,280.0
8302,Nagasandra,2400.0,4.0,4,145.0
8303,Electronic City Phase II,1020.0,2.0,2,32.0
8304,Begur Road,1410.0,2.0,3,49.34
8305,Other,2159.0,3.0,3,120.0
8306,Anekal,1453.0,3.0,3,16.5
8307,TC Palaya,1200.0,2.0,3,66.0
8308,Hennur,1255.0,2.0,2,57.5
8309,Whitefield,1074.0,2.0,2,42.79
8310,Other,1200.0,3.0,3,72.0
8311,Sarjapur,1170.0,2.0,3,35.41
8312,Tumkur Road,728.5,1.0,1,31.315
8313,Bommanahalli,1660.0,2.0,3,100.0
8316,Other,510.0,1.0,1,34.0
8317,Mahadevpura,1601.0,3.0,3,95.0
8318,Begur Road,952.0,2.0,2,42.0
8319,Other,1166.0,2.0,2,65.0
8320,Other,2700.0,2.0,3,260.0
8321,Electronic City Phase II,1900.0,3.0,4,97.0
8322,Other,1350.0,2.0,3,175.0
8323,Haralur Road,1520.0,2.0,3,96.0
8325,Yelenahalli,1175.0,2.0,2,50.0
8326,Bharathi Nagar,1432.0,2.0,2,68.0
8327,Bommasandra Industrial Area,1005.0,2.0,2,39.77
8328,Rajiv Nagar,1309.0,2.0,2,80.0
8329,Other,2251.0,4.0,3,370.0
8330,7th Phase JP Nagar,1050.0,2.0,2,77.0
8331,Kanakpura Road,1100.0,3.0,3,53.0
8332,Sanjay nagar,2400.0,3.0,3,310.0
8333,Begur Road,1565.0,2.0,3,56.34
8334,Other,940.0,2.0,2,56.0
8335,Other,1015.0,2.0,2,40.1
8336,BTM 2nd Stage,2400.0,2.0,3,360.0
8337,Electronic City,1652.0,3.0,3,110.0
8338,Whitefield,1100.0,2.0,2,52.0
8339,Rajiv Nagar,2340.0,4.0,4,145.0
8340,Koramangala,1084.0,2.0,2,179.0
8341,Kammanahalli,1200.0,1.0,2,81.0
8342,Other,1400.0,3.0,3,69.0
8343,HBR Layout,2400.0,5.0,4,320.0
8344,Electronic City Phase II,1020.0,2.0,2,27.43
8345,Whitefield,1267.0,2.0,2,90.33
8346,Bhoganhalli,2439.0,4.0,4,185.0
8347,Other,1645.0,3.0,3,95.0
8348,Sahakara Nagar,1100.0,2.0,3,75.0
8349,Electronic City,1320.0,2.0,3,38.12
8350,Ananth Nagar,1000.0,2.0,2,29.7
8353,Kengeri Satellite Town,2480.0,2.0,2,160.0
8354,Kalyan nagar,1086.0,2.0,2,44.5
8355,Kengeri,416.0,1.0,1,18.0
8356,Hennur Road,1066.0,2.0,2,52.23
8357,OMBR Layout,1730.0,3.0,3,93.0
8358,Balagere,1205.0,2.0,2,63.86
8359,Marathahalli,2500.0,5.0,4,175.0
8360,Subramanyapura,960.0,2.0,2,55.0
8361,Haralur Road,1510.0,3.0,3,83.05
8362,Other,1600.0,4.0,4,90.0
8363,Old Madras Road,2300.0,3.0,3,142.0
8364,Other,1000.0,2.0,2,63.0
8365,Poorna Pragna Layout,1160.0,2.0,2,46.39
8366,Hormavu,1553.0,2.0,3,58.23
8367,Frazer Town,3436.0,5.0,4,345.0
8368,Seegehalli,1134.0,2.0,2,45.0
8369,Nagasandra,600.0,4.0,4,80.0
8370,Horamavu Agara,2400.0,3.0,5,80.0
8371,Whitefield,2400.0,4.0,4,143.0
8372,Other,1350.0,2.0,2,65.0
8373,Sarjapur,1032.0,2.0,2,42.0
8374,Other,1998.0,3.0,3,117.0
8375,Murugeshpalya,1225.0,2.0,2,48.0
8376,Sarjapur  Road,1262.0,2.0,2,67.0
8377,Badavala Nagar,1842.0,3.0,3,115.0
8378,Other,1300.0,2.0,2,60.0
8379,Kothannur,1070.0,2.0,2,38.6
8380,Other,950.0,2.0,2,33.0
8381,Balagere,1012.0,2.0,2,53.58
8382,TC Palaya,1000.0,2.0,2,70.0
8383,Kadugodi,1394.0,2.0,2,56.0
8384,Amruthahalli,1450.0,2.0,3,85.0
8385,Other,527.0,1.0,1,35.0
8386,Sarjapur  Road,1693.0,3.0,3,125.0
8388,Horamavu Agara,1000.0,2.0,2,46.0
8389,Kogilu,952.0,2.0,2,49.0
8390,Malleshwaram,2050.0,4.0,3,270.0
8391,Kengeri,1200.0,1.0,1,14.0
8392,Mysore Road,1410.0,2.0,3,64.0
8393,Hebbal Kempapura,1400.0,2.0,2,108.0
8394,Chikka Tirupathi,3056.0,5.0,4,100.0
8395,Sarjapur  Road,1826.0,3.0,3,125.0
8396,Hosur Road,1689.0,3.0,3,103.0
8397,Bisuvanahalli,1075.0,2.0,3,31.0
8399,Hennur,960.0,2.0,2,48.0
8400,Channasandra,808.0,2.0,2,40.0
8401,Kodichikkanahalli,907.0,2.0,2,38.5
8402,Uttarahalli,1300.0,2.0,2,55.0
8403,Other,1804.0,3.0,3,150.0
8404,Other,1350.0,3.0,3,81.0
8405,Whitefield,1836.0,3.0,3,125.0
8406,Other,826.0,2.0,2,36.0
8407,Hormavu,1200.0,2.0,2,68.0
8408,Other,3000.0,3.0,4,300.0
8409,Indira Nagar,2400.0,4.0,4,405.0
8410,6th Phase JP Nagar,1460.0,2.0,2,80.0
8411,Hoskote,1200.0,4.0,4,140.0
8412,BTM 2nd Stage,965.0,2.0,2,56.0
8413,Kothannur,2000.0,4.0,4,95.0
8414,Bhoganhalli,1395.0,2.0,3,70.0
8415,Sarjapur  Road,1660.0,3.0,3,116.0
8416,Other,935.0,2.0,2,35.0
8417,Other,1180.0,2.0,2,39.0
8418,Electronic City,1090.0,2.0,2,31.48
8419,Kanakpura Road,1204.0,2.0,2,82.0
8420,Thigalarapalya,2072.0,4.0,3,153.0
8421,Haralur Road,1056.0,2.0,2,65.0
8422,Hebbal,985.0,2.0,2,62.0
8423,Banashankari Stage V,1315.0,2.0,3,49.0
8424,KR Puram,734.0,2.0,2,22.0
8425,Kammanahalli,2900.0,4.0,4,200.0
8426,Yelahanka,2317.0,4.0,3,140.0
8427,Singasandra,600.0,1.0,1,45.0
8428,Other,2200.0,3.0,4,115.0
8429,Attibele,656.0,2.0,2,25.0
8430,Attibele,400.0,1.0,1,11.5
8431,Yeshwanthpur,666.0,1.0,1,36.8
8433,7th Phase JP Nagar,1174.0,2.0,2,47.0
8434,Budigere,1153.0,2.0,2,56.7
8435,Jalahalli,1000.0,4.0,4,90.0
8436,Narayanapura,2400.0,5.0,5,85.0
8437,Marathahalli,957.0,2.0,2,47.0
8438,Banashankari Stage III,910.0,2.0,2,160.0
8439,Sarjapur  Road,1060.0,2.0,2,50.0
8440,Banashankari,1000.0,2.0,2,50.0
8441,Kanakpura Road,1843.0,3.0,3,88.0
8442,Kanakpura Road,1150.0,2.0,3,40.25
8443,Chandapura,1230.0,2.0,3,31.37
8444,Kodihalli,3197.0,5.0,4,335.0
8445,Kanakpura Road,1703.0,3.0,3,130.0
8446,Kaval Byrasandra,1125.0,2.0,2,41.5
8447,Battarahalli,1516.0,3.0,3,65.0
8448,Brookefield,1130.0,2.0,2,56.0
8449,Iblur Village,3596.0,5.0,4,279.0
8450,Hosa Road,1512.0,3.0,3,103.0
8451,Thanisandra,1491.0,3.0,3,88.0
8452,Cox Town,1250.0,2.0,2,95.0
8453,Banashankari,1650.0,3.0,3,90.75
8454,Raja Rajeshwari Nagar,1140.0,2.0,2,48.7
8455,Other,1200.0,4.0,4,110.0
8456,Thanisandra,1881.0,3.0,3,95.0
8457,Kanakpura Road,1100.0,3.0,3,56.57
8458,Iblur Village,2666.0,4.0,3,200.0
8459,Other,1500.0,2.0,2,50.0
8460,Other,1217.0,2.0,2,164.0
8461,Whitefield,1197.0,2.0,2,50.0
8463,Gollarapalya Hosahalli,1345.0,3.0,3,60.0
8464,KR Puram,1200.0,4.0,4,100.0
8465,Bannerghatta Road,3230.0,5.0,4,165.0
8466,Banashankari Stage II,1260.0,2.0,3,95.0
8467,Sarjapur  Road,2750.0,5.0,4,240.0
8468,9th Phase JP Nagar,1200.0,2.0,2,80.0
8469,Other,1650.0,3.0,3,52.0
8470,Other,600.0,1.0,1,45.0
8471,Uttarahalli,1025.0,2.0,2,35.88
8472,Sarjapur,2302.5,3.0,4,80.59
8473,Hennur Road,973.0,2.0,2,56.0
8476,Balagere,1007.0,2.0,2,75.0
8477,Hosa Road,800.0,1.0,1,39.99
8478,Sarjapur  Road,1830.0,3.0,3,119.0
8479,Nagavara,1077.0,2.0,2,50.0
8480,Other,672.0,1.0,1,27.0
8481,Other,1280.0,3.0,3,87.0
8482,Electronics City Phase 1,865.0,2.0,2,40.0
8483,Kalena Agrahara,1000.0,2.0,2,33.0
8484,CV Raman Nagar,1285.0,2.0,2,65.0
8485,Thanisandra,662.0,1.0,1,29.0
8486,Whitefield,2297.0,5.0,5,269.0
8488,Other,1850.0,3.0,3,95.0
8489,Harlur,1754.0,3.0,3,132.0
8490,Other,1200.0,4.0,5,150.0
8492,Other,1567.0,3.0,3,100.0
8493,Hoskote,1695.0,3.0,3,50.0
8494,Other,360.0,2.0,2,40.0
8495,Bellandur,1150.0,2.0,2,69.44
8496,Akshaya Nagar,1690.0,3.0,3,85.0
8497,Other,2350.0,3.0,3,210.0
8498,Karuna Nagar,1057.0,2.0,2,65.0
8499,Hebbal,1320.0,2.0,2,91.0
8500,Bhoganhalli,2119.0,4.0,4,111.0
8501,Other,1125.0,2.0,2,48.0
8502,Kanakpura Road,2254.0,3.0,3,170.0
8503,Balagere,645.0,1.0,1,34.18
8504,Rachenahalli,1050.0,2.0,2,52.08
8505,Panathur,1040.0,2.0,2,41.6
8506,Sarjapur  Road,1700.0,3.0,3,194.0
8507,1st Block Jayanagar,1760.0,3.0,3,115.0
8508,Bellandur,1138.0,3.0,3,128.0
8509,Sarjapur  Road,984.0,2.0,2,45.91
8510,Raja Rajeshwari Nagar,1140.0,2.0,2,38.65
8511,Whitefield,3596.0,3.0,3,200.0
8512,Other,1365.0,3.0,3,54.0
8513,Other,560.0,1.0,1,19.0
8514,Vittasandra,1404.0,2.0,2,75.0
8515,Bellandur,1540.0,4.0,4,45.0
8516,Electronic City,1050.0,2.0,3,39.0
8517,Other,360.0,4.0,4,37.0
8518,Rachenahalli,1550.0,3.0,3,72.5
8519,Yelahanka,1653.0,3.0,3,93.0
8520,Parappana Agrahara,1194.0,2.0,2,47.0
8521,Other,1471.0,2.0,3,75.0
8522,Kanakpura Road,700.0,2.0,2,35.0
8523,Kudlu Gate,812.0,2.0,2,38.25
8524,8th Phase JP Nagar,1504.0,2.0,3,83.0
8525,Mahadevpura,1450.0,3.0,3,75.0
8526,Kannamangala,957.0,2.0,2,54.5
8527,Attibele,460.0,1.0,1,13.0
8528,Other,900.0,2.0,2,128.0
8529,7th Phase JP Nagar,1050.0,2.0,2,75.0
8530,Budigere,1820.0,3.0,3,85.0
8531,Varthur Road,1033.0,2.0,2,32.0
8532,Kumaraswami Layout,800.0,1.0,2,90.0
8533,Other,520.0,2.0,1,29.0
8534,OMBR Layout,1165.0,2.0,2,88.5
8535,Gottigere,1280.0,2.0,2,61.0
8536,Other,1950.0,3.0,3,230.0
8537,Other,600.0,1.0,1,58.0
8538,Kanakpura Road,1550.0,3.0,3,65.1
8539,Nagavarapalya,1392.0,2.0,2,130.0
8540,Jigani,1221.0,3.0,3,75.0
8541,Other,1000.0,1.0,1,19.0
8542,Other,1300.0,2.0,2,60.0
8543,Hoskote,1065.0,2.0,2,31.5
8544,Yelahanka New Town,1209.0,2.0,3,65.0
8545,Other,375.0,1.0,1,40.0
8547,Sarjapur  Road,1929.0,4.0,3,101.0
8548,Hennur Road,1255.0,2.0,2,84.0
8549,Jalahalli,1035.0,2.0,2,31.05
8550,Other,1200.0,5.0,4,270.0
8551,Banashankari,1650.0,3.0,3,101.0
8552,Whitefield,1275.0,2.0,3,65.0
8553,Electronic City,1128.0,2.0,2,65.58
8554,Raja Rajeshwari Nagar,1140.0,2.0,2,38.55
8555,OMBR Layout,1200.0,4.0,4,200.0
8556,Thanisandra,1183.0,2.0,2,58.56
8557,Whitefield,1155.0,2.0,2,39.0
8558,Kengeri,1245.0,2.0,3,43.57
8559,Akshaya Nagar,1000.0,2.0,2,38.0
8560,7th Phase JP Nagar,1040.0,2.0,2,75.0
8561,Ardendale,2062.0,3.0,4,140.0
8562,Other,1477.0,2.0,3,75.0
8563,Other,1050.0,3.0,4,85.0
8564,Sarjapur  Road,1525.0,2.0,3,65.0
8565,Other,2000.0,3.0,3,120.0
8566,Other,1220.0,2.0,2,65.0
8567,Hebbal,2388.0,3.0,3,195.0
8568,Electronic City,1355.0,2.0,2,97.6
8569,Whitefield,1141.0,2.0,2,62.0
8570,Vijayanagar,1046.0,2.0,2,49.06
8571,Bannerghatta Road,630.0,1.0,1,35.0
8572,Pattandur Agrahara,1247.0,2.0,2,62.35
8573,Marathahalli,3855.0,4.0,4,220.0
8574,Other,850.0,2.0,2,32.5
8575,KR Puram,1120.0,2.0,2,36.0
8577,Jakkur,1798.0,3.0,3,110.0
8578,Bisuvanahalli,1180.0,2.0,3,45.0
8579,Kereguddadahalli,1000.0,2.0,2,34.0
8580,Whitefield,1216.0,2.0,2,82.0
8581,Margondanahalli,900.0,2.0,2,65.0
8582,TC Palaya,1100.0,2.0,2,65.0
8583,Badavala Nagar,1842.0,3.0,3,115.0
8584,Bisuvanahalli,1075.0,2.0,3,43.0
8585,Whitefield,1495.0,3.0,2,88.0
8586,Kanakpura Road,1700.0,3.0,3,120.0
8587,Whitefield,1564.0,3.0,3,103.0
8588,Other,1256.0,2.0,2,65.0
8589,Kundalahalli,1047.0,2.0,2,89.0
8590,Bhoganhalli,1458.0,3.0,3,78.45
8591,Hoodi,1063.0,2.0,2,61.17
8593,Garudachar Palya,1150.0,2.0,2,52.5
8594,Chandapura,450.0,1.0,1,9.0
8595,Ramamurthy Nagar,1360.0,2.0,2,45.0
8596,Marathahalli,1605.0,3.0,3,76.0
8597,Nagarbhavi,1200.0,4.0,3,205.0
8598,Haralur Road,1810.0,3.0,3,100.0
8599,LB Shastri Nagar,1250.0,2.0,2,48.5
8600,Poorna Pragna Layout,1475.0,2.0,3,58.99
8601,R.T. Nagar,1100.0,3.0,2,125.0
8602,Dommasandra,850.0,2.0,2,25.4
8603,Electronic City Phase II,1025.0,2.0,2,26.65
8604,Uttarahalli,980.0,2.0,2,45.0
8605,Other,1428.0,2.0,3,70.0
8606,Other,1130.0,2.0,2,74.0
8607,Kanakpura Road,1592.0,3.0,3,125.0
8608,JP Nagar,2050.0,3.0,3,82.0
8609,Other,1407.0,2.0,2,83.87
8611,Whitefield,1585.0,3.0,3,84.0
8612,Jakkur,1785.0,3.0,3,130.0
8613,Other,900.0,2.0,2,45.0
8614,Other,1350.0,4.0,4,160.0
8615,Kanakpura Road,1843.0,3.0,3,96.2
8616,Other,2375.0,3.0,4,260.0
8617,Other,1200.0,2.0,2,67.0
8618,Akshaya Nagar,1113.0,2.0,2,52.0
8619,Uttarahalli,1125.0,2.0,2,47.0
8620,Whitefield,1200.0,3.0,3,56.0
8621,Anekal,1150.0,3.0,3,45.0
8622,Yeshwanthpur,770.0,1.0,2,70.0
8623,Kodichikkanahalli,1181.0,2.0,2,57.0
8624,Kanakpura Road,1550.0,3.0,3,64.7
8625,1st Phase JP Nagar,1200.0,2.0,2,86.0
8626,Raja Rajeshwari Nagar,1295.0,2.0,2,55.47
8627,Kenchenahalli,480.0,3.0,3,65.0
8628,Lingadheeranahalli,1506.0,3.0,3,95.0
8629,Other,1872.0,3.0,3,152.0
8630,Sarjapur  Road,2900.0,4.0,4,240.0
8631,Abbigere,1326.0,2.0,3,35.0
8632,Talaghattapura,1040.0,2.0,2,33.28
8633,Other,1200.0,5.0,5,90.0
8634,Hennur,1020.0,2.0,2,48.0
8635,Other,1400.0,3.0,3,90.0
8637,Other,812.0,1.0,1,26.0
8638,Vidyaranyapura,1100.0,2.0,2,54.0
8639,Other,829.0,2.0,2,22.8
8640,Vijayanagar,750.0,4.0,5,95.0
8641,Sanjay nagar,2700.0,4.0,4,350.0
8642,Kanakpura Road,1500.0,3.0,3,72.99
8643,Ananth Nagar,850.0,2.0,2,25.99
8644,Kaval Byrasandra,1180.0,2.0,2,60.0
8646,Thigalarapalya,2215.0,4.0,3,150.0
8647,Channasandra,1010.0,2.0,2,36.0
8648,Marathahalli,1350.0,2.0,2,60.0
8649,Talaghattapura,1100.0,2.0,2,50.0
8650,Kanakpura Road,1450.0,2.0,3,62.93
8651,Raja Rajeshwari Nagar,1133.0,2.0,2,40.0
8652,Thanisandra,1564.0,3.0,3,100.0
8653,Doddaballapur,640.0,1.0,2,10.5
8654,Thigalarapalya,2072.0,4.0,3,157.0
8655,Rajaji Nagar,432.0,2.0,2,65.0
8656,Kanakapura,1460.0,2.0,3,51.1
8657,Other,600.0,2.0,1,35.0
8658,Rachenahalli,1050.0,2.0,2,52.07
8659,Other,700.0,2.0,2,35.0
8660,TC Palaya,1200.0,3.0,3,66.0
8661,Yelahanka,654.0,1.0,1,38.0
8662,Other,1105.0,2.0,2,50.0
8663,Hebbal Kempapura,1800.0,3.0,3,150.0
8664,Yelachenahalli,1200.0,2.0,2,160.0
8665,Kogilu,700.0,1.0,1,30.84
8666,Other,1000.0,2.0,2,51.0
8667,HSR Layout,3500.0,5.0,5,350.0
8668,Other,1240.0,2.0,3,63.0
8669,Bellandur,1200.0,2.0,2,45.0
8670,Yelahanka New Town,1400.0,2.0,3,80.0
8671,Other,1393.0,3.0,3,54.0
8672,Whitefield,1140.0,2.0,2,50.0
8673,Sahakara Nagar,1000.0,5.0,5,130.0
8674,Other,1640.0,3.0,3,70.0
8675,Other,1200.0,2.0,2,62.0
8676,Rajaji Nagar,720.0,2.0,2,65.0
8677,Yelenahalli,1650.0,3.0,3,68.0
8678,Nagavara,2496.0,4.0,4,125.0
8679,9th Phase JP Nagar,905.0,2.0,2,32.0
8680,HAL 2nd Stage,1600.0,3.0,3,125.0
8681,Chikkalasandra,1070.0,2.0,2,45.48
8683,Koramangala,1200.0,2.0,2,100.0
8684,Indira Nagar,1800.0,5.0,5,350.0
8685,8th Phase JP Nagar,2600.0,4.0,4,115.0
8686,Old Airport Road,1145.0,2.0,2,75.0
8687,Other,1495.0,3.0,3,55.0
8688,Other,1200.0,2.0,3,300.0
8689,Other,1400.0,3.0,3,53.0
8690,Whitefield,1558.0,3.0,3,90.0
8691,Balagere,1007.0,2.0,2,53.0
8692,Ananth Nagar,902.0,2.0,2,25.26
8693,Other,1054.0,2.0,2,53.0
8694,Uttarahalli,1135.0,2.0,3,39.73
8695,Gollarapalya Hosahalli,996.0,2.0,2,49.0
8696,Other,1275.0,2.0,2,47.0
8697,NRI Layout,1250.0,2.0,2,75.0
8698,Hennur,2502.0,4.0,4,170.0
8699,Other,1394.0,2.0,2,52.0
8700,Haralur Road,1243.0,2.0,2,46.0
8701,Whitefield,1216.0,2.0,2,75.0
8702,Other,1075.0,2.0,2,57.0
8703,Mysore Road,1800.0,3.0,3,42.3
8704,Indira Nagar,1500.0,3.0,3,120.0
8705,Rayasandra,1708.0,3.0,4,76.0
8706,Whitefield,1500.0,3.0,3,250.0
8707,Other,1800.0,4.0,3,115.0
8708,Harlur,1532.0,2.0,2,65.0
8709,Hosa Road,1726.0,3.0,3,81.99
8710,Other,1220.0,2.0,2,54.89
8711,Chikkalasandra,1100.0,2.0,2,50.0
8712,Electronics City Phase 1,1530.0,3.0,3,40.0
8713,Hosa Road,840.0,2.0,2,28.0
8714,Bommanahalli,1250.0,4.0,3,39.0
8715,CV Raman Nagar,1030.0,2.0,2,35.0
8716,Other,1499.0,3.0,3,89.0
8717,Other,1280.0,2.0,3,55.0
8718,Munnekollal,1170.0,2.0,2,59.0
8719,Chikka Tirupathi,2646.0,3.0,3,99.0
8720,Other,1161.0,2.0,2,36.69
8721,Yelahanka,1633.0,2.0,2,72.0
8722,Other,1050.0,2.0,2,65.0
8723,Hennur Road,1650.0,5.0,4,309.0
8724,Varthur Road,552.5,1.0,1,13.26
8725,Attibele,418.0,2.0,1,11.5
8726,Other,905.0,2.0,2,50.0
8727,Raja Rajeshwari Nagar,1510.0,2.0,3,55.0
8728,Chikkalasandra,1390.0,2.0,3,60.47
8729,Kasturi Nagar,1101.0,2.0,2,66.0
8730,Other,2736.0,4.0,4,130.0
8731,EPIP Zone,2350.0,4.0,3,163.0
8732,Other,1056.0,2.0,2,55.0
8733,Kanakpura Road,1425.0,2.0,3,49.88
8734,Electronics City Phase 1,1450.0,3.0,3,70.0
8735,Pai Layout,1000.0,2.0,2,34.0
8736,Haralur Road,575.0,1.0,1,38.0
8737,Uttarahalli,1350.0,2.0,3,47.24
8738,Kanakpura Road,2000.0,2.0,3,180.0
8739,Other,1770.0,3.0,3,90.0
8740,Other,3155.0,3.0,3,315.0
8741,Anandapura,616.0,3.0,2,45.0
8742,JP Nagar,745.0,1.0,1,34.27
8745,Kudlu Gate,1547.0,2.0,2,103.0
8746,Panathur,1713.0,3.0,3,120.0
8749,Yeshwanthpur,1856.0,4.0,3,180.0
8750,Other,1152.0,2.0,2,57.0
8751,Dodda Nekkundi,1100.0,2.0,2,46.75
8752,Narayanapura,2357.0,3.0,3,135.0
8753,Akshaya Nagar,1820.0,4.0,3,95.0
8754,Kannamangala,1865.0,3.0,3,139.0
8755,Kanakpura Road,1240.0,2.0,2,65.0
8756,Padmanabhanagar,1360.0,3.0,3,75.0
8758,Electronics City Phase 1,1450.0,2.0,3,63.51
8759,Budigere,1139.0,2.0,2,72.0
8760,Begur Road,1565.0,2.0,3,56.0
8761,Anjanapura,1200.0,3.0,3,165.0
8762,Other,600.0,4.0,4,77.0
8763,Other,1200.0,2.0,2,39.0
8764,Yeshwanthpur,1855.0,3.0,3,140.0
8765,Margondanahalli,1100.0,2.0,2,55.0
8766,Other,1350.0,2.0,3,65.0
8767,Old Madras Road,2266.0,3.0,3,207.0
8768,Hosur Road,660.0,1.0,1,23.0
8769,Kodihalli,1490.0,2.0,2,150.0
8770,Kambipura,1083.0,2.0,3,48.0
8771,Hennur Road,1232.0,2.0,2,83.0
8772,Raja Rajeshwari Nagar,1550.0,3.0,3,86.8
8773,Whitefield,1227.0,2.0,2,70.0
8774,Sarjapur  Road,1059.0,2.0,2,68.0
8775,Electronic City Phase II,545.0,1.0,2,29.0
8776,Mahadevpura,1152.0,2.0,2,54.0
8777,Kenchenahalli,870.0,1.0,2,45.0
8778,Panathur,1210.0,2.0,2,78.0
8779,Thanisandra,663.0,1.0,1,46.1
8780,Other,1464.0,2.0,3,135.0
8781,Kadubeesanahalli,1365.0,3.0,3,80.0
8782,Whitefield,1704.0,3.0,3,120.0
8783,Whitefield,1495.0,3.0,3,60.55
8784,Whitefield,1256.0,2.0,2,73.0
8785,Kengeri,883.0,2.0,2,49.0
8786,Bisuvanahalli,1080.0,2.0,3,45.0
8787,Marsur,497.0,1.0,2,25.0
8788,9th Phase JP Nagar,1073.0,2.0,2,52.36
8790,Other,1300.0,2.0,2,32.0
8791,Thanisandra,662.0,1.0,1,45.0
8792,Other,1200.0,2.0,2,75.0
8793,5th Phase JP Nagar,1550.0,3.0,3,75.0
8794,Other,1707.0,3.0,3,171.0
8795,Banashankari,1310.0,2.0,2,80.43
8796,Sarjapur  Road,1577.0,3.0,3,65.0
8797,Kodigehaali,1324.0,3.0,3,65.0
8798,Kothanur,1786.0,2.0,3,106.0
8799,Harlur,1174.0,2.0,2,75.0
8800,Other,565.0,1.0,1,33.0
8801,7th Phase JP Nagar,1400.0,2.0,3,95.0
8802,Electronic City,635.0,1.0,1,28.0
8804,8th Phase JP Nagar,1368.0,2.0,3,54.71
8805,Kanakpura Road,1450.0,3.0,3,55.0
8806,Devanahalli,1045.0,2.0,2,48.0
8807,Electronic City,1128.0,2.0,2,65.4
8808,Bhoganhalli,1125.0,2.0,2,54.0
8809,Whitefield,1195.0,2.0,2,62.38
8810,Other,630.0,2.0,1,70.0
8811,Kaggadasapura,1350.0,2.0,3,105.0
8812,Domlur,1740.0,3.0,3,120.0
8813,Bommasandra,877.0,2.0,2,29.0
8814,Whitefield,1770.0,4.0,3,68.0
8815,Yelahanka New Town,450.0,1.0,1,15.0
8816,Other,1000.0,2.0,2,55.0
8817,Whitefield,1300.0,2.0,2,78.0
8818,Doddathoguru,1300.0,2.0,3,42.0
8819,Abbigere,985.0,2.0,2,40.39
8820,Other,1045.0,2.0,2,42.0
8821,Other,1250.0,2.0,2,62.4
8822,Other,2400.0,4.0,3,130.0
8823,Haralur Road,1194.0,2.0,2,46.0
8824,Kanakpura Road,1420.0,3.0,3,68.0
8825,Other,1720.0,3.0,3,83.0
8826,Rachenahalli,1530.0,2.0,3,74.4
8827,Anandapura,1200.0,2.0,3,66.0
8828,Whitefield,1570.0,3.0,3,88.0
8829,Sarjapur  Road,1157.0,2.0,3,74.0
8830,Sarjapur,535.0,1.0,2,20.0
8831,Kanakapura,1120.0,2.0,2,39.2
8832,Kenchenahalli,1150.0,2.0,2,60.0
8833,Hebbal Kempapura,2400.0,5.0,5,200.0
8834,Bannerghatta Road,1215.0,2.0,2,68.0
8835,Bhoganhalli,1444.0,2.0,2,75.97
8836,6th Phase JP Nagar,2003.0,3.0,3,200.0
8837,Other,1100.0,2.0,2,70.0
8838,Kodichikkanahalli,900.0,2.0,2,42.0
8839,Talaghattapura,1372.0,2.0,3,43.9
8841,Bisuvanahalli,1180.0,2.0,3,55.5
8842,Electronic City,1096.0,2.0,2,39.0
8843,Yeshwanthpur,2504.0,3.0,3,138.0
8844,2nd Phase Judicial Layout,1350.0,2.0,3,47.25
8845,Other,420.0,1.0,1,23.5
8846,Hennur Road,1832.0,3.0,3,116.0
8848,Vasanthapura,940.0,2.0,2,40.0
8850,Electronic City Phase II,1020.0,2.0,2,29.45
8852,Raja Rajeshwari Nagar,1400.0,2.0,2,45.0
